FID	IID	pheno_3	pheno_4	pheno_5	pheno_6	pheno_7	pheno_8	pheno_9	pheno_11	pheno_12	pheno_13	pheno_14	pheno_15	pheno_16	pheno_17	pheno_18	pheno_20	pheno_21	pheno_23	pheno_24	pheno_25	pheno_26	pheno_27	pheno_29	pheno_30	pheno_33	pheno_34	pheno_35	pheno_36	pheno_39	pheno_40	pheno_41	pheno_42	pheno_43	pheno_45	pheno_47	pheno_48	pheno_49	pheno_54	pheno_55	pheno_56	pheno_59	pheno_60	pheno_61	pheno_62	pheno_63	pheno_64	pheno_65	pheno_66	pheno_70	pheno_72
6907	6907	124.197635546466	122.239710460151	NA	129.856782168116	123.922367297745	129.321528453664	123.991349132613	124.661957118976	118.16838365809	123.139176927267	123.828885224318	125.829325045277	122.760305989014	124.89900914612	122.685143743823	NA	123.901140590184	120.187122078387	124.831125540439	NA	NA	125.945008515353	130.081037688246	124.536310081094	119.469596440057	123.642682515034	124.715745896545	123.77963667109	124.87553769926	125.861504042763	131.434903371988	122.401005022515	NA	NA	121.202294259933	NA	122.336708114411	123.844267505494	123.882315970698	119.604664970659	116.024112876641	117.876112785848	122.553433314896	124.686909161262	113.240736561626	NA	128.995014372156	NA	124.719763776931	121.083869113419
6909	6909	NA	128.675880125991	135.644020770286	126.023861334419	131.914996486518	127.128674528346	131.034312118525	NA	132.693094539379	126.230218891472	128.396145389851	NA	132.582769568624	130.006854785547	126.239895424068	131.734237428238	133.142725170077	135.929325107866	132.761426788454	127.064401412584	NA	133.862741148479	127.451488388284	134.672639045286	126.7319170018	128.080001428365	131.621622786201	NA	131.261078297305	131.63858859545	NA	NA	124.64860608862	125.200405396519	130.278632387289	127.340806109218	131.320145026789	131.668378429191	131.79716351411	132.553527547955	137.382422127467	130.682653939493	NA	NA	137.777640166109	127.449135505504	124.950191234977	NA	132.989492635078	130.638431729662
6910	6910	123.858505780951	117.155785586144	129.312660665749	120.757117403838	NA	120.046372544388	125.63388850992	122.007578216258	123.065831819978	116.199190619875	124.216987810592	122.719559595515	123.525926722444	121.220751056752	126.320587408588	NA	119.094266644096	117.841239142542	126.849386711499	NA	120.943060209951	124.583298178999	121.480654156657	121.689333012624	128.607814053708	121.199264272953	116.633236253904	NA	124.498450636438	123.470000398627	NA	119.933286296767	119.888407136416	NA	122.691245958997	130.488213596377	119.630549001401	126.189059095187	123.264638952279	126.720797244372	129.194474717895	124.101156902293	130.784310145501	NA	121.915192356174	125.881157623896	120.498739793768	120.708563050052	124.458341732911	123.325241534428
6911	6911	103.723299284943	107.499805622395	102.85440881179	104.496881869959	106.83913411445	102.354609376103	NA	NA	109.473733701041	107.380705226638	105.242047517911	101.871693829289	106.321361644414	101.85048252742	NA	99.5462117419045	NA	NA	106.124584384991	105.729845313269	101.964668156912	103.630294719631	100.309141450482	107.579179727982	106.045281326094	102.590849581149	109.797642879824	106.891268040191	113.169576040545	106.697558423994	108.691793965923	107.809555340841	104.296643047561	103.911824417854	108.509459947736	106.074471226682	102.931561830297	97.6559932718352	103.711038356862	103.2038663616	103.560253731141	100.966883926141	111.137983739209	113.336361237883	103.647429146252	102.646630461893	106.562825652967	108.657229296382	106.249825788838	102.067633752389
6912	6912	119.401447444197	106.012491936617	113.397979209467	115.352605515436	110.743692116541	116.018285701165	117.325553296865	110.640812890793	NA	117.207808899157	110.202665727079	110.153176060169	118.640454698065	117.921490531371	115.709812543388	109.960305575582	NA	108.295569927478	117.938253232703	115.767147099748	119.408496856977	114.979237467526	113.930304117257	112.028870173598	109.253866011846	NA	114.324990455912	113.774690650193	110.851308185709	118.604657390951	111.532181506579	110.53197207582	116.950543783843	115.619173058436	114.757699983439	NA	117.00949152628	112.013166439306	116.568590082422	NA	110.96625871773	115.792276703105	112.335665733181	NA	NA	113.908549150668	116.707759897435	116.985685394302	108.549618957976	NA
6914	6914	115.214067813277	110.705893530452	110.97262121217	109.781555645005	114.208666751271	111.254311836318	114.997764225101	115.759683007535	121.035862625123	120.476078623094	113.751753104909	NA	116.373489030761	110.363724395634	NA	NA	110.795061101494	111.385201296732	110.020443475968	114.170686877259	111.834050234677	121.313917305351	110.796089270765	115.71280699617	112.701356079808	111.567553351354	121.898519419311	116.78263813503	114.387872917366	114.33588857904	120.215808515584	114.384834987674	114.430935037798	117.406616435097	109.76619828509	NA	115.485708727682	113.702967899248	119.473651421281	117.859934216558	115.506909813753	116.109759002459	NA	NA	NA	117.97833380863	115.840549168413	108.006913843657	111.663329643043	115.851029376763
6915	6915	NA	121.399676330725	123.956745222029	125.100501763534	119.742497613305	120.368444308511	119.813206841989	113.62529156893	122.76763886604	120.063505754501	119.490836637709	NA	131.875145436851	122.008599191133	118.717105054946	127.936028957538	121.128074434572	120.661664562393	120.276049502653	117.840993391329	125.607308075422	117.143118076868	118.867608882958	124.448606656983	NA	117.357000278532	126.83528979166	118.180220693409	119.80923052681	116.917566725198	122.565048817433	119.63770118057	117.363141124669	122.731050567912	119.774077253588	120.261040172973	124.308025997691	120.319296660241	119.569549106134	117.374682473483	125.235211836354	120.437877813729	122.449689235604	121.202662338278	117.100881666501	119.742880966637	120.623474249811	117.783387838738	122.33374290222	122.604836641922
6916	6916	115.052314616737	109.118098359782	116.769569252768	116.871193652108	NA	112.033804250787	115.904856098308	118.244019512243	NA	112.338243301525	121.98897618762	117.916972716111	116.761542547185	118.388244895451	110.930595454057	113.26450770603	118.694398578575	114.157048848963	NA	116.544928514297	116.776584018626	117.640730566969	117.711200348723	117.521065544918	121.713539135844	116.622459459637	115.703738967034	118.250092001587	123.446925341072	115.403424660864	114.001016290047	118.46368404995	120.98580201893	115.345123746821	116.054321143001	NA	115.941797534607	113.128651661049	122.475146225031	121.356525905619	NA	111.811871846981	116.962002030531	111.692425942281	116.062366110387	119.904139578687	114.751852886932	117.062148108089	NA	119.261138824411
6917	6917	115.440642062944	119.882737788518	117.408128902774	114.294665820152	115.205536154799	120.560449421754	118.221081623034	119.944430328103	NA	121.725839262458	113.309855272207	NA	121.878463934283	NA	114.231345051808	121.252073127329	124.366836209609	120.568942323964	119.916191501394	NA	121.230285080256	112.236504372483	116.472405621063	NA	124.927367677315	122.825201232228	NA	121.263845667997	118.36829370391	121.565391135182	120.985644603719	112.756855597953	NA	120.184425702019	118.457067667734	114.863789815936	117.869913752917	118.373135250734	116.861918717122	117.110756651525	119.348046054924	NA	NA	NA	120.452907820542	114.738337579326	116.631941493666	117.702424630373	115.415400687579	119.208748738223
6918	6918	120.925798300683	123.537436355039	118.627774864877	125.024424564901	124.783655537412	NA	122.529065319073	123.900383457203	122.93379378531	116.950924149424	125.910265170674	NA	119.364281082236	122.137159814844	NA	117.234503772766	NA	122.452285691905	117.434113999344	122.537873822368	112.795913456455	123.866154119078	123.391931015415	119.381986147156	121.192121102413	121.435217797757	124.881763971141	119.184226110442	126.14898938583	114.772327232914	118.215531395101	121.666164521317	NA	NA	125.522708279065	NA	122.601322489627	122.401021524261	119.16117202221	122.044092912686	122.201228656345	116.560988494605	121.360804525059	127.166529866611	123.382657513101	126.655652722319	118.673578805606	122.968142396181	115.379043247611	121.290894636995
6919	6919	123.196824069391	129.062276258674	NA	124.790048168111	129.899914313326	123.055790897895	127.377409390086	126.011341949724	126.866014415086	128.793607808873	129.581026920614	124.163151980953	NA	126.419421874187	126.027092693046	125.399092349814	121.084026240483	121.895068476499	NA	NA	132.208841718126	122.575346420271	125.59350179803	123.273131350864	127.319816409158	124.592626789876	NA	124.373354640771	123.037570299524	118.895728644574	121.083396316291	125.254409599219	129.006056149427	NA	124.668852488491	125.157554058322	131.672412029845	125.332054877831	128.486894325203	124.785543167823	123.77578384089	131.726676901659	127.388865908698	132.345072510829	125.758597459307	128.992302807463	125.106860293446	129.481534954134	NA	NA
6920	6920	118.476533435623	121.761051251794	119.388777523147	122.169223435841	NA	118.047397790991	113.352151846729	118.676741474968	117.844511755254	122.918040484463	123.350919033763	120.895972820235	121.471044680005	112.646984698239	120.849944863089	NA	119.882086558074	119.166227923868	119.218078768617	118.218496912988	120.171985488083	125.214013315211	123.557770208711	119.301775048017	119.759135122882	117.394023015837	119.906814083054	124.688100571335	122.807072996728	115.624765770232	121.858255011988	118.862320046668	NA	NA	114.712971889477	NA	123.003907760664	116.477739068141	123.545255880937	NA	120.803136485647	121.907411767663	118.539135249006	NA	123.449220897793	NA	NA	125.679657043418	120.036906149315	NA
6921	6921	115.063939378354	115.886803564258	118.129890834064	110.858938475127	116.191782275172	117.725318892404	123.144923154936	115.893386128213	120.963036693548	116.271265462912	112.446765263399	120.75039828322	117.656647291069	112.597765830461	NA	119.7849486342	114.978163055005	117.940557839697	120.633316510406	122.356003725604	118.55163963501	113.456629816882	NA	NA	117.751138087828	NA	NA	122.545430707559	114.656004203035	119.663221371715	115.896795112928	117.57011571096	117.383887541501	115.240020788078	118.228164912872	107.791324446196	116.877599920894	112.098473734399	118.434810929889	113.749581991644	122.149816297972	118.285880002328	115.209490594245	NA	114.118268778107	117.177102558182	NA	116.114752792957	113.903642799234	NA
6922	6922	122.138567629386	NA	123.433749841265	122.973746066385	126.568866966874	119.470152575643	NA	126.953537359423	135.839904866199	128.160248422083	124.961028969248	128.691342973633	128.432136559288	129.382408637828	132.726948246797	133.544505377212	129.768763960655	128.723839540942	125.440094281754	126.707640607761	126.732304251662	NA	NA	124.987595809655	124.701262473458	126.718187206964	NA	128.539589495442	125.350794413474	123.52989791845	130.678837295475	129.652201409615	NA	127.019443235613	126.820063452147	128.774912362535	NA	130.119698643931	125.292472769135	NA	126.059351831846	133.990749116442	124.111994496929	127.654412609432	128.724545991451	125.938197021831	132.368254433462	NA	131.611365417521	128.403479508496
6923	6923	127.904411975669	130.956538190637	NA	129.371896055883	125.94494545779	124.092677685426	129.915746503463	127.488022645549	NA	126.408013547124	127.659972707445	131.034970180677	NA	129.774207319291	125.161911260032	NA	128.77773698198	125.099495845768	NA	132.932408983361	128.581241926098	135.096589039196	130.952850709543	139.426784025362	126.530995996993	126.615505151145	123.9649388132	129.681568613217	NA	130.023967963766	NA	128.093413319002	124.854585769637	128.808979877457	127.265711239601	NA	123.206694346205	135.603333165634	127.505653803489	131.986533394144	123.665245004705	125.872948604554	126.467324974471	122.657515777795	126.529208316873	129.265080771894	121.162776536009	133.795901706141	NA	NA
6924	6924	125.97392600219	119.175634406749	120.58934551477	NA	119.822416713365	123.74934818277	130.469152206369	121.530850625013	NA	131.272729053423	124.692734029053	NA	125.088877695557	127.053199463612	128.188125888117	128.404757059068	126.61775987659	125.308233072646	129.290069262002	124.470596524688	126.765684645583	126.572252205713	129.968019586486	124.653573269701	125.570177371662	126.313499850746	120.122310830348	127.031374552516	NA	126.160329333351	122.621507506635	126.961684713236	125.043096732552	119.212148910345	122.849469212206	129.993302578233	120.528719903198	124.805870837644	126.161554949197	128.458496737313	127.002165323871	127.589164934974	NA	123.841863373541	123.482152680869	124.566183269962	122.067330327253	123.314040276138	126.257721666622	125.377882040765
6925	6925	124.829389053984	132.202362067618	130.040839688426	130.300258064412	131.45295395862	123.212764916682	120.811798818066	128.067278039471	126.172759056761	128.481023783159	125.878947200194	131.842912509049	121.768278759909	124.322475221191	128.081510731445	128.570382108348	126.312852728514	128.702505752158	132.388765043287	127.989052135046	127.562201195556	127.947113102257	132.906362728419	NA	124.793694301474	132.605143807824	131.190247442702	128.293118524073	NA	129.149687737391	126.338503356728	125.597536257576	133.36086691674	129.593232748369	131.112449706676	128.158333581585	130.322193079051	NA	124.801570310883	130.760840976452	124.403070539596	128.950843845705	125.681099850064	131.435837183633	130.550486978137	128.979485239157	131.038557049392	128.443667655949	NA	NA
6926	6926	117.223815253467	113.720189027856	120.13159340574	119.074840925964	114.811841280223	NA	106.312658541736	115.144073078529	116.374175604806	110.357073173929	110.394450813533	113.884126314389	116.907979584278	120.591543722085	117.346789262083	115.861168103993	NA	115.304119380664	118.208823686395	NA	116.78963612513	117.206370875356	120.436435634862	117.149694839892	110.024690732146	NA	115.804488949603	NA	113.060153155722	117.990686057328	119.969245957314	NA	111.956782386581	113.45084699083	115.116937162998	NA	114.473330150177	116.542814790185	111.539732024159	117.196864379474	116.236053895442	117.100577272965	118.560103771348	116.468600312276	115.606891020375	114.872031332071	117.70770883645	116.040089591041	115.8274246438	NA
6927	6927	125.452448383318	125.920514265259	121.898902025981	NA	NA	125.333456680607	118.397025052799	119.88740260237	132.295635805335	121.610932151154	120.937481693698	118.048537747123	122.581946845287	126.29885101362	122.771179513596	115.671967832956	128.542539048959	127.358790788645	119.891774775691	NA	118.625134784582	130.598669368426	120.314922585753	NA	115.778909355384	126.147392784627	125.429532130464	116.542827067698	119.43104476562	120.317509002784	122.652986874312	123.259820478476	126.547553677329	119.653930295303	122.228385315933	126.373193253635	127.67618197472	126.505259818363	118.507639510846	NA	120.05375635019	123.284458615479	126.524223268461	121.270218962255	120.087146054635	122.212663676149	NA	119.810687944286	126.031548952417	126.767293666824
6929	6929	128.370609388353	130.797990470411	NA	130.000738583794	NA	NA	131.971225889364	127.326642954256	128.832706184277	138.63918876123	125.717058287552	131.224220870233	133.467882838818	130.311457252023	132.3241792056	132.010684585854	132.375302562573	130.500642803871	130.071921436618	133.679693259564	128.819789511631	135.429498087997	NA	137.028576359287	133.066991435721	135.073956367233	NA	132.17158226758	NA	132.016416156964	138.630019137445	132.202440513174	135.788457783701	135.537230106624	130.871402215709	130.978911202702	128.195416593393	131.390890639175	135.289376004051	NA	127.035085468429	135.944359336702	126.957261571228	137.942772864001	137.880514714578	135.917520715108	133.239889334987	129.854075124031	NA	133.565395677818
6930	6930	124.699228708966	126.237423795265	121.816307899325	114.373656668199	127.51902444022	123.080478475379	126.066683215571	128.637193265476	121.858186352234	123.442295298772	125.253593976411	128.051162349021	123.401076792409	124.227186464285	117.088406675262	120.410441387044	126.326284360681	116.411553799478	128.680244521268	126.899448342082	122.11997316979	123.690521334614	124.468223170231	NA	NA	NA	128.006002960668	125.338466518951	123.50029503469	130.335996046775	120.822587002015	126.073770576859	122.563088212316	NA	124.279607706575	126.110500948964	123.812553182604	126.560266463672	119.968088728616	119.854202910772	123.371895806632	119.10979597773	125.936695747117	116.69505612831	NA	NA	124.4052863535	123.272263630581	123.607605087495	125.474337025425
6931	6931	119.105770119225	117.949989503505	118.113777574544	NA	117.755942873093	116.394570897991	111.87977820121	120.377532505726	108.08210540904	119.409135332217	121.451035608764	117.329848733241	117.398053093355	116.101259324832	115.982243547393	110.596166315832	121.407355431276	115.585924539309	115.296199318688	114.756197043028	118.539093991464	116.707984402151	NA	117.965548707545	115.166995450619	NA	121.224501569299	121.569776925593	117.742427653786	118.37409195745	118.616522105759	119.261123718159	121.377896882077	NA	112.82759665949	115.199947686557	118.394509819858	114.57672350869	112.535390970307	120.407745926036	121.907690854853	119.231422940627	119.21955287722	115.088439132242	120.192621984685	NA	116.670545675457	114.021779299007	120.893760923941	113.115410078716
6932	6932	120.340139788538	131.879968868766	126.927645811443	131.316453187486	130.268119406652	128.030893483994	131.004318891455	131.172947088239	NA	131.333177318436	134.96677121703	126.801562674458	121.766535805796	130.858674850491	129.319885419023	128.71571078425	129.8652564697	NA	127.418674369297	130.041928889421	NA	130.219763174158	124.417948697364	123.992600248818	121.894225302789	NA	129.908229429823	132.988235858467	131.237002837953	132.685305768329	125.60807652462	131.790251464472	130.119706802392	125.93019781363	128.122653910791	131.604279485224	124.639977823621	127.214824962943	134.014698759472	127.14133634984	123.475261832089	128.592310532188	129.536129037119	126.513494215672	126.241785237636	129.225761565724	127.873054416274	132.298910620935	NA	133.119810136895
6933	6933	121.477717968669	125.833764245623	NA	126.635806689309	123.356456109481	130.161547146155	NA	124.162925227656	123.565201671091	128.453572717793	120.914809681538	126.636289010283	129.11128891464	121.414351059067	125.125530342824	NA	127.375295014642	124.514279611428	129.562068709035	124.386381369207	NA	127.415179880814	120.387921819372	123.880399082816	NA	120.838973294766	131.790137799238	126.979133500412	124.007503474275	126.192610625831	124.347704580406	118.542187162421	119.515448169461	120.091787576297	123.4171939335	125.014455156654	131.45390527775	122.206304025553	126.337069171785	123.51341588299	126.709601454629	124.993906179276	125.051118262191	125.439406758553	126.667605140119	NA	128.546362238304	124.904739748124	122.282099454565	123.563105846632
6935	6935	116.659085159512	111.215998474093	110.723348946441	114.851711793309	112.77375746149	115.569712592226	112.064902789802	109.568226041847	NA	119.672984311456	113.140275244795	112.347591297944	120.187023636704	113.511290894517	116.118809238789	111.712125177614	116.999514280367	115.318421820291	112.422114009097	116.421285510882	118.280986964674	112.805201279975	109.569526585211	111.571439240317	111.273448291496	112.110764338186	112.696705973158	NA	118.629908443913	108.816147144962	114.448815744946	112.527449498489	112.169886746103	115.799973958575	108.576653857089	111.966663850437	NA	113.826003278761	114.832639025877	114.874891299662	NA	NA	118.913519949311	110.421979045146	113.752367072608	112.350329289832	110.055879587082	112.048802643594	114.093184005518	109.619086661402
6941	6941	105.120970211151	106.477283117345	106.630652229731	108.053849648729	105.878976888714	111.879379773734	NA	99.106182626184	NA	105.323377012264	107.014750574456	112.309807499773	105.527247763245	102.954942651625	110.630112219918	99.281364151938	102.472525080928	103.832409022219	NA	NA	107.955516487886	109.946216189824	106.694331149578	105.506754009039	105.002421413075	NA	110.77464881784	107.612484613006	104.066188757112	108.144302001955	103.481892420516	106.080771662027	106.395993063701	NA	105.882542906568	103.967492330466	107.678880621052	105.997640623995	104.006025382704	107.323217926945	103.560644697609	102.443007452012	107.020752015955	NA	104.523074417608	102.479371653078	106.733524565183	104.346179993325	106.242149953245	108.455148638532
6942	6942	NA	NA	119.984442868695	118.38230008433	108.027373754485	NA	114.680538820641	118.918210920327	112.468286218645	116.731758425733	119.329649994961	NA	118.103347125471	120.82875978506	119.18269221825	115.773898509855	118.472269055342	111.469270185089	NA	117.359493165532	116.871812973001	113.601005995637	117.579916503267	116.481177056701	121.085475122454	117.372503104397	116.399440741397	112.399269106352	123.090437210014	116.199204461446	120.413057657474	118.445235851268	116.804131510979	117.421600053274	111.13605523101	NA	119.469212726655	114.77005098693	122.803959013341	NA	119.666574434568	124.213373642237	119.435326976422	113.848008443382	120.230354016833	123.998742697058	119.089985714221	115.316156147237	116.752281238193	116.56275798166
6943	6943	125.318774278286	123.431698003043	128.341399947005	121.61664452719	120.559160545172	125.124038594598	124.871179162962	122.996564032217	122.750317368332	124.312435525404	123.416393814763	129.807670132369	124.084141762697	123.384017305615	123.832768322772	NA	125.301585357049	126.844021133358	127.058763607659	NA	NA	128.666213258982	120.088374043899	122.884495922054	121.046463077184	121.36738598695	124.34215898176	126.199386004093	129.801229521557	127.821614843575	NA	123.151885327302	126.699257614521	135.389895494121	125.501395446756	120.485699203581	125.711530485677	125.847638193639	122.485771092124	124.669278683287	120.502431006707	NA	123.842269731528	NA	NA	NA	120.016591269036	122.733074529295	122.819839149582	124.303756835396
6944	6944	NA	112.787561487054	114.954735962148	119.574322816763	121.928867258687	NA	112.248127133572	123.009944445607	NA	121.415748201691	119.815618827917	NA	NA	113.866746935053	108.63716318059	111.056518687533	117.023815300188	NA	118.874563694585	117.986586346898	116.948977684016	NA	118.227895648668	109.047175060577	113.736690215321	114.55279747162	NA	112.171072047679	115.993438555003	116.204511451077	119.036524349434	117.21716247263	115.142485583636	NA	113.893136603356	118.231882512289	NA	NA	115.983295184348	111.511634202765	118.72775953932	114.030047936714	118.057068800001	111.70352008347	117.567125986079	112.72818208505	119.09682321794	116.976343169234	113.47492824551	113.660751887113
6945	6945	132.665741177628	132.737104556003	128.363829407121	NA	126.884855101103	132.808313840615	126.417367255374	NA	134.103412134282	126.176328404092	130.196483769414	133.712103830136	130.079499638811	128.588537121298	NA	NA	122.890439817578	NA	127.727375073414	NA	NA	126.568735516865	126.938020690483	NA	131.207806553104	NA	NA	129.661920039159	127.648276164237	123.067811149128	128.930305193466	127.933988791826	131.026894883361	124.808568544898	130.510849776483	125.889686631111	124.803491512389	131.798484345313	130.502215520396	NA	131.150981687121	127.982961035559	124.412638585048	127.352238303841	118.105572696172	127.615986728458	136.647232337703	129.12080157812	129.392766092127	132.923539498037
6949	6949	119.767224458097	114.426074543097	120.765703968162	120.144020739525	117.958966127079	114.61391734903	116.610381830993	120.631698321689	118.22711895745	117.500567533852	112.925114065631	120.721756916825	118.433197819308	NA	116.288434452761	NA	NA	116.58522693803	114.087037192805	NA	118.656219770797	114.806340272365	118.397665460845	116.916113574532	122.369238416039	121.005125086802	114.911080659407	120.766397142115	117.950259945695	115.672392656235	118.687104460403	120.654719672064	114.095968886453	116.867387958635	116.78858257109	123.179788096978	117.221081637944	111.523284569778	118.262303141122	119.193084543531	123.788757109666	120.813006335227	118.80044813922	118.215165986983	117.5837853694	120.063000776102	110.720158942642	119.341769930674	NA	116.671249290896
6952	6952	113.926308024853	108.819612997784	105.065793289241	111.346748949362	106.057908972576	104.260656548216	102.52732405304	109.285558426888	105.617222454669	105.422543439708	107.285494204348	NA	110.733713164378	111.611363314726	NA	109.230334729173	NA	117.149595489374	NA	NA	NA	112.059525279972	110.161573835061	111.15983879803	110.824093100344	111.475596712935	107.778776777075	108.668571663066	106.412991865083	112.391225962779	114.51786313266	114.280183479703	105.729716968543	111.632109995389	111.931409426848	116.568182732454	114.619781364694	107.791376603986	107.010259910112	NA	104.45988504994	114.3196410068	105.731511005917	112.682041030979	110.643837041755	107.062257178202	109.604197508934	NA	110.187129031367	108.083693471944
6953	6953	109.616600866137	108.765199958641	114.737770637839	115.417378707934	106.616846622998	114.03090293264	118.405919625079	111.382957474469	NA	108.267949753162	117.410544234264	118.299877654771	116.109963772097	107.153434438093	115.23568211538	105.918837469147	118.603917824334	112.173795710514	NA	112.463918433007	109.884938207235	109.845164911657	119.394877817598	109.529824098126	112.216605137576	NA	114.381592046086	110.976319990818	115.492906011292	108.937076666641	112.092966723679	113.746511825373	NA	114.621747850833	111.504373889431	111.244286542623	115.191018773413	118.147511658815	117.268942401371	114.816213638627	114.550806617257	110.045889183423	106.137212620803	113.324210762657	NA	110.736314831324	110.40948352619	109.201071538834	NA	NA
6954	6954	117.890897935221	119.992724034955	111.921230540943	116.526543833463	122.702043180557	118.263334735418	118.156762689151	117.652505690755	117.30232907791	120.436819642705	119.97726015311	NA	116.152846529602	116.79281097987	116.92015221083	118.978592783928	120.123781341724	123.5659253512	NA	121.269026064895	119.186003347126	117.594051574393	118.943439234702	120.796176761142	117.885741532677	112.142677178616	116.662661251202	NA	115.940418912882	112.994983014605	NA	117.219796015477	121.402567245577	117.729413214936	113.556766153338	122.189206710021	116.33616631404	111.079469384637	NA	119.288354462013	NA	124.828393048769	NA	NA	121.872677217881	115.284828593795	NA	123.804905584126	NA	122.94463382911
6955	6955	119.803839622637	117.327704660833	118.828251124177	115.282776534578	115.978736432133	120.326302023141	119.689211449075	121.529989798792	123.297547746603	115.448637796043	116.968560538741	NA	NA	117.964989187159	113.321819465538	NA	119.951716231316	122.160488386597	116.751975106787	114.674785787217	122.04035685246	121.385756523059	119.701873878269	116.612016936173	117.163035761552	118.044534865655	NA	111.48045481407	113.671924631746	116.949363088331	113.582986234201	121.293364016346	NA	116.73421554019	114.26801985539	113.929836939463	119.652369623114	115.424741134043	120.48228978026	NA	116.192952620537	113.384617452972	113.65783178668	123.234529468648	118.049583299983	109.378521823934	117.84522852508	117.797962432936	123.697924662011	116.907301901783
6956	6956	114.010071315602	115.946289119723	113.109478943957	113.070166195877	117.931599158854	112.81504801143	109.775907940428	116.455230201291	118.02863145792	113.884265597952	117.634935426577	113.291827998216	110.753906093566	113.675835539761	117.76122521216	117.297305607885	NA	112.865377953532	120.87492727859	112.040179883346	113.276840642315	113.373809046761	113.160286356986	117.821575710449	119.845531002691	118.390965144271	118.919851650445	112.156963452274	118.104690316602	115.627277358691	115.901023615464	115.135429201364	112.20616479262	113.840701079186	116.635659463557	114.079916491847	114.213930193533	118.014487305456	118.262783375561	120.595728190361	NA	113.828794731912	116.227692748014	114.765537106705	NA	NA	117.68141062184	112.779783393926	109.846149825591	115.086063651638
6957	6957	110.855180019046	121.857646279998	113.467505073996	110.78231113205	113.421221628451	118.719443182618	116.536150461232	116.934616739541	116.669904539005	110.715802072895	115.171223805555	112.107079589653	117.163875578307	NA	121.180123985863	110.57265560138	112.754157880068	113.141959667608	111.574704611204	113.880051926051	112.410182685312	118.326486697785	111.743434968947	NA	109.767123842136	114.882905246009	110.928180170842	118.78344610649	110.99443289096	118.907182556802	115.61235260428	NA	NA	NA	114.968424481625	116.464028996965	119.445449050991	113.136499411816	118.790144061698	117.068501915766	113.805383611254	109.361794232413	115.298809298137	117.257537019707	119.115707587704	NA	112.171970715073	111.663267039718	113.659455078046	115.257663845559
6958	6958	125.112420344193	132.963843955551	133.666193678448	133.670784382062	128.298882240758	127.975501801575	131.717948483134	132.357425991534	NA	132.933828804265	130.445001627434	135.227582551727	129.803635318469	135.763131783858	NA	129.905945242929	128.646339926128	132.990700719201	131.213464619465	129.483068413792	129.055396816932	126.848308952412	130.818499323236	NA	130.102236187329	NA	129.822794437032	134.44429569293	133.261998849115	130.901855142241	128.798105181623	130.015679008221	124.490049843107	133.141688092874	136.181037983237	137.859782410118	134.22944044107	131.428929933871	129.685710418977	129.963707198711	129.011529450905	131.564410025326	137.642359063386	NA	NA	125.476502079754	NA	132.77354491309	127.678867012849	135.604217527455
6959	6959	117.541165206877	120.679214858262	115.986575345952	118.226478814512	111.499000308612	114.035688572981	112.483729820093	115.283031904202	115.257454764768	113.576191094856	122.677749343285	117.140357480712	112.676495174105	NA	113.766201727764	117.009568678479	NA	114.202047941891	115.190056578789	NA	118.066767273378	122.40533150828	122.759871665624	115.850342896788	117.02591870402	NA	115.245490106956	116.944929339885	114.442984120081	115.538914535411	117.634141385344	120.339259018163	115.589288640017	113.728683956957	115.130077869228	117.34219078053	108.156535929347	124.464951464595	117.881288633123	119.962064897304	118.846907374292	115.650503136038	123.640758457256	118.24864594018	NA	110.543208692169	118.755006082888	113.172245184138	121.086307528238	119.614416391982
6960	6960	125.830930437745	119.476572364022	121.949281838546	124.728039061625	130.239069433893	127.227588600382	128.622981262245	122.986629529899	130.240738788014	132.758669124367	127.572283998319	127.66153042637	NA	NA	124.058614979213	NA	NA	124.685301306608	128.245574342849	125.494199544631	127.675986476416	128.45111497652	124.180321060522	123.018341654919	129.957516348766	127.330518965232	131.098327137721	NA	128.460271986753	124.111163627987	122.291652847275	NA	123.679158017739	122.527199637602	126.814918718698	129.05992318289	130.173015500111	126.79481616677	125.339586645219	NA	127.432104417314	130.638871909287	127.553844098053	132.002691923222	NA	127.002011345444	126.454940931518	124.058103171028	122.566098525162	125.994308927741
6961	6961	NA	116.669987947911	117.997343091645	120.54096540313	120.279500522041	125.308625440139	NA	114.935201686149	NA	116.31234897061	NA	118.874618680922	112.743102266001	NA	113.762087784997	113.596276752849	117.434737258939	115.338456234526	122.170644347652	113.245807501501	112.284941854973	115.567549739376	NA	120.132174838612	119.547173046138	112.617657557042	120.365138083209	111.86456462335	118.789448888341	123.149780983244	120.484210707698	117.634186835354	119.87732503503	110.338902031248	120.322175852003	121.031750945078	115.739724225431	119.875845690388	118.791312513988	113.44964950967	122.434911423484	117.445889174195	117.454544281847	NA	117.94737102358	115.864069983381	116.138225513659	NA	NA	119.595651299763
